Experiments,Time,s1,s2,s3,s4,s5,s6
exp_7,48.0,0.003993951019961757,0.2134930995337554,0.29242427366644075,0.3862146540485022,0.001,0.29501163093601385
exp_8,0.0,0.07020454745763131,0.004164797246396285,0.05270872037619981,0.09497738380301288,0.08802267042239088,0.0845407715314034
exp_8,16.0,0.01422388972001688,0.17414989511039838,0.30684501972242506,0.3923993310475476,0.007291728727944242,0.30069988949046067
exp_8,32.0,0.005462136089522296,0.21113504266630165,0.2924773136421034,0.38844077333237287,0.0026546642596746613,0.2941451597561438
exp_8,48.0,0.004651222735963596,0.21424278993930237,0.2915037141334644,0.38663697857723506,0.001,0.2935639698130947
exp_9,0.0,0.03769263277357519,0.09645300227711227,0.0676398648754268,0.09936898665086977,0.03750771596755169,0.026693146306898494
exp_9,16.0,0.017503310508945852,0.2008612160120919,0.2935380732777652,0.3961303105178611,0.013502211460723461,0.29243038242000924
exp_9,32.0,0.006684767746784823,0.21208473496975436,0.29226326165413935,0.3901891970573011,0.0017935431764912267,0.29434590171547725
exp_9,48.0,0.003558028311904481,0.2130023854007935,0.29015882222427836,0.3866074663297266,0.001,0.29466255831586596
exp_10,0.0,0.05697343151486826,0.07723447148603282,0.06572372337277999,0.06315657511347306,0.06836841624530413,0.07991657940857025
exp_10,16.0,0.020542265212322768,0.19951805569672282,0.2939566039598143,0.3984870450778697,0.012558279346878027,0.29404624863887774
exp_10,32.0,0.007145816007412577,0.2117581350222573,0.29070183137323724,0.3892846097576203,0.002122651485120232,0.2946362972006267
exp_10,48.0,0.003338427526560296,0.2144591706098489,0.29308777727025687,0.3863167109621044,0.001394524788463424,0.29437401958539916
exp_11,0.0,0.018842168200950027,0.08828437900604155,0.02948575344092903,0.0014953235454568817,0.10167206971947898,0.018841775927381496
exp_11,16.0,0.03307443966288329,0.19069645527122628,0.296418897458851,0.4032578113448593,0.029898277942509217,0.2919817498891824
exp_11,32.0,0.010056662502266372,0.20883303875311623,0.29417635022570426,0.3917672181958758,0.003843387509357585,0.2950691400274819
exp_11,48.0,0.0061959061890467714,0.21287526106635166,0.29164647608068023,0.38722041276205554,0.001,0.2958366777372567
exp_12,0.0,0.08296730171664367,0.07121181000834338,0.07656024864390419,0.03933018431453046,0.046085118586440654,0.08972639972290312
exp_12,16.0,0.022820551485172702,0.1989692887188248,0.2946299543460695,0.3983191073689238,0.00884441035505139,0.2931502975940369
exp_12,32.0,0.00791989394220184,0.21019133711153024,0.29129302199111723,0.388722981847698,0.001,0.29383854514940144
exp_12,48.0,0.005651590374341305,0.21193511840552132,0.2932970005166416,0.3847913322467743,0.001269069849408091,0.2955199097943907
exp_13,0.0,0.04311790914816265,0.015957301499844777,0.04671026448534959,0.011376279336940324,0.019340196664384593,0.09252993233216662
exp_13,16.0,0.024432271717767785,0.19971823792775267,0.29902820425867876,0.39673484890168936,0.00479574069086393,0.29566974519571554
exp_13,32.0,0.010307650351366483,0.2132723400696153,0.2932429632571738,0.3879581583998995,0.002941499290081354,0.293516073591457
exp_13,48.0,0.007075619378879124,0.21498452241738117,0.2916552373681838,0.3867800840550921,0.001,0.29412077972013184
exp_14,0.0,0.02154336883936724,0.05966273268546702,0.08552473580433088,0.09797001437466528,0.049481389659736995,0.09613757408336748
exp_14,16.0,0.013540223965416646,0.20439289948636508,0.29530242155918884,0.3939594920196419,0.008954806492622338,0.29747160603909484
exp_14,32.0,0.004944366779429341,0.2122821651018851,0.29291013609489963,0.38896784850674654,0.0011190350712409227,0.29554354223059526
exp_14,48.0,0.0020771826138410946,0.2165067252875455,0.2906849924566945,0.3863945894324476,0.001,0.2973196038720921
exp_15,0.0,0.06497261252043314,0.08907483491966033,0.0851593128276569,0.07837339880762509,0.05647581263761987,0.03199565553291928
exp_15,16.0,0.019458659906349478,0.1979301624199795,0.29563656232514307,0.3963962792567066,0.01235102370923371,0.29323476671614135
exp_15,32.0,0.008849081808616573,0.21090398739922725,0.2927357201688555,0.38876049939262863,0.002589639660284617,0.2952467953518754
exp_15,48.0,0.0053536262975891905,0.21371248308313784,0.29196551683338906,0.3865383253240169,0.001,0.2950233561250792
exp_16,0.0,0.04604896338514415,0.08944006296681423,0.024141510189532794,0.08007236791048897,0.028408672063773465,0.10004556471516207
exp_16,16.0,0.020883591009134606,0.20429443186761595,0.2932539245216877,0.3975980153838743,0.010112384470266269,0.2922147062904145
exp_16,32.0,0.009626651704284754,0.21317855030642402,0.2922149016886121,0.38975850312321614,0.001,0.2971758720973765
exp_16,48.0,0.005727658434610815,0.21528974900840028,0.2927799047704398,0.3877541626150928,0.001,0.2943409434241658
exp_17,0.0,0.09230505697543452,0.02507349605961126,0.07648364855695397,0.08012043290997348,0.02869577209529595,0.019601483548178176
exp_17,16.0,0.020559794905597735,0.19260366590545333,0.29731681828006024,0.3941851447966275,0.007100541932314984,0.29330737445610927
exp_17,32.0,0.007981835898065939,0.2116688875234935,0.29230180411322293,0.3882844639197304,0.001,0.2954622938804207
exp_17,48.0,0.0052003467340607495,0.21322033595328202,0.29181922191553494,0.3881491841176017,0.001,0.2970446533828471
exp_18,0.0,0.060896565667442594,0.0473488333952579,0.013182053303034692,0.008860484790514598,0.026517517712778976,0.07503460225410347
exp_18,16.0,0.03127539642300226,0.2007320857005169,0.2951474921747006,0.403338690629808,0.01006457197715424,0.2918943753662572
exp_18,32.0,0.011810933182892936,0.21096203078854392,0.29116187849203096,0.39008275578873297,0.0039060552091383016,0.29511883193789695
exp_18,48.0,0.00692987213106123,0.2114470082549472,0.29136614255064247,0.3879898831046722,0.001,0.29431004022163615
exp_19,0.0,0.09412785146212249,0.02481311726365953,0.05388101966611368,0.04550945765372097,0.060906559013073194,0.021850503744414898
exp_19,16.0,0.020520417398702334,0.18901554831358283,0.2989070882216635,0.39730588963218044,0.01425078605653379,0.2940605224351492
exp_19,32.0,0.009653494212826063,0.21184493866375104,0.2924867218172124,0.38902495142102655,0.001,0.29389948126579735
exp_19,48.0,0.007338201478010013,0.21449073182573336,0.29199524220386286,0.38667999834579564,0.001,0.29431714849200424
exp_20,0.0,0.09230853863837792,0.01718394562050301,0.00843211541194963,0.03195260543337713,0.06635429255590401,0.06194741756727837
exp_20,16.0,0.026275917778821826,0.19013163887545098,0.2962493318069928,0.4015220875882631,0.011508536972660806,0.2945841290418983
exp_20,32.0,0.010309348793728383,0.21148367090797587,0.2932197630730535,0.3903653631473773,0.0013565256376982934,0.29609619400619663
exp_20,48.0,0.00402472116935133,0.21264562291700043,0.29133989280955586,0.3877027535580338,0.001669262331516529,0.2952269029258767
exp_21,0.0,0.08861642018205745,0.09894334958671981,0.0025851188498857503,0.09478958858773837,0.0062272744500534594,0.09843908541811726
exp_21,16.0,0.03090465989026561,0.20711003985577878,0.28885264419028167,0.40601628910483845,0.0022866448512664844,0.28511498596925033
exp_21,32.0,0.010129965601160053,0.21192304646145588,0.29260635331532747,0.3917506349930378,0.001,0.2939960523929191
exp_21,48.0,0.004444931467665192,0.2142960598562936,0.2899306371297086,0.3853763976369242,0.001,0.29508957968999083
exp_22,0.0,0.04807420269230694,0.001,0.04029476644286014,0.08956848533509801,0.010926660701340981,0.010357606364031132
exp_22,16.0,0.015168427430312265,0.1158186032148669,0.32236097517342915,0.38192029765471625,0.006622528506807546,0.3060152080473452
exp_22,32.0,0.006101384582210054,0.21464544269573627,0.29244360212524745,0.3881235928660425,0.001,0.29538534426771496
exp_22,48.0,0.0047868705254545145,0.21398535464686197,0.29085485218436413,0.3857614902245272,0.001401824026081242,0.2966570053445909
exp_23,0.0,0.09299064172729421,0.02628668350209279,0.05546097044581443,0.0025200390906452695,0.09460818582104179,0.0874464787097624
exp_23,16.0,0.029400628078133085,0.19324735926239242,0.2997442096798489,0.4002408313025262,0.0139755060719039,0.2942632806591747
exp_23,32.0,0.011802730462653118,0.21034804690891024,0.2924396184362799,0.3895057375480549,0.002783059372116085,0.29357318442247443
exp_23,48.0,0.0061494651191866,0.21330445622312985,0.29185144011397424,0.3875847232409992,0.001,0.2939407010234807
exp_24,0.0,0.0988243222673092,0.019218898137325302,0.09483033157906862,0.09035534413820934,0.07865729168218198,0.045190555081376926
exp_24,16.0,0.018678298478599503,0.19082015699613494,0.3002570916783259,0.3931107586665739,0.010648336938294726,0.29699929471695774
exp_24,32.0,0.009077200272794694,0.21139974854366797,0.2921337085221831,0.38825073530957693,0.002403216360857744,0.29469316017245384
exp_24,48.0,0.005420020386088506,0.21479334030079011,0.2909137305895805,0.3862730007727086,0.001,0.29451708756525014
exp_25,0.0,0.038355540263080815,0.022237105708716818,0.04792798485286383,0.06506763186963022,0.010303269067434059,0.042998538150896506
exp_25,16.0,0.017511059173283505,0.20308309453425175,0.2967507766591879,0.392611064875845,0.00502913044856899,0.29357322517787654
exp_25,32.0,0.007496474230913128,0.21276133905042582,0.2926960907279354,0.3884431263532973,0.0016280591674055463,0.2932735231791435
exp_25,48.0,0.0043539576083900045,0.21483635781712834,0.2914941862288716,0.385928989839852,0.001,0.29573203826035455
exp_26,0.0,0.08872409676402586,0.09879401911588338,0.05900704299713765,0.041606214206956545,0.06549922522876343,0.06919266090107523
exp_26,16.0,0.023519606972579127,0.19778424947507567,0.2940309958014723,0.39889087409223356,0.013954399225035167,0.29275801120794764
exp_26,32.0,0.009125761191893143,0.2118678937228246,0.29090380885100936,0.3883812268278329,0.0027122053737571247,0.29479634921809855
exp_26,48.0,0.0054461323044959235,0.2145581219195382,0.2922260680070422,0.38770504626764085,0.001,0.2956114559343491
exp_27,0.0,0.08118820078642733,0.07476479814171992,0.09550022442329323,0.026681289245268597,0.007548676596152831,0.018681429344773192
exp_27,16.0,0.026071555591409397,0.2002409990052659,0.29542754726074216,0.39719364266781065,0.005416677370564113,0.28922112594990596
exp_27,32.0,0.01059741971603912,0.21195436249290514,0.290868408491535,0.3888147145833051,0.001,0.2939145004439247
exp_27,48.0,0.005211627148111317,0.21347454336533075,0.29251853501004493,0.38601309022254926,0.001,0.2957412596585796
exp_28,0.0,0.07960923432294406,0.041223655799570665,0.009404632811294193,0.06720971301208663,0.03333027500671929,0.07142253575358475
exp_28,16.0,0.02566657127798247,0.1979490619784953,0.29457824180063896,0.3999585059678369,0.008610837086714075,0.2921448824234573
exp_28,32.0,0.009023302179144157,0.21207686012820604,0.29217674866160503,0.39035274554541993,0.001624628969855055,0.29530888657102916
exp_28,48.0,0.00677350271681368,0.2128380471892439,0.29131157032320376,0.3885562552399907,0.001,0.29636124842487716
exp_29,0.0,0.026531862353548177,0.08207966738884916,0.08757030479358838,0.0621551432823766,0.08765561446866978,0.08584486607171583
exp_29,16.0,0.013892922684144765,0.19968543511564865,0.29326816059174676,0.39382059187339236,0.012389365940531177,0.2971620846021547
exp_29,32.0,0.0060226496110988795,0.21066370764683445,0.29346888078618877,0.387554852822466,0.001,0.2963670838369519
exp_29,48.0,0.0037082711411302273,0.2152290636096822,0.2919846279731331,0.3846879215546905,0.001,0.2955469832985317
exp_30,0.0,0.07072808990009857,0.030239264457206642,0.031246544303158617,0.0266613137309647,0.02588184219345705,0.002060065867570554
exp_30,16.0,0.023700695965883423,0.177695933122699,0.2983591551122591,0.38974314813943683,0.03863231558698593,0.23588099081611139
exp_30,32.0,0.007771948123776837,0.20860220461811282,0.2933330764391756,0.3890108645941431,0.0032524219266858653,0.29608831494084503
exp_30,48.0,0.0066927375756429845,0.21251820087518067,0.29224168505802905,0.3883813758757901,0.001182867100697391,0.29453017024949724
exp_31,0.0,0.03142362632499799,0.011779134747824627,0.040810155073536365,0.040015266749466025,0.06098916571025237,0.07904187968889648
exp_31,16.0,0.016233481210334008,0.19164087161118845,0.29908412526212586,0.3941033433056595,0.01024493935009976,0.29743856190193896
exp_31,32.0,0.007286430249443422,0.2128995638083911,0.2911463802473198,0.38815580992239573,0.0015684902322163545,0.295058275642242
exp_31,48.0,0.005030298016737204,0.21474310084634132,0.29207841781765537,0.3846355856061236,0.0013990343272207275,0.2941290037948452
exp_32,0.0,0.047274800950669923,0.004107668619886899,0.08881130423109108,0.013092208595930944,0.008863164455371289,0.061928149382952546
exp_32,16.0,0.020836888292684607,0.18173824221320423,0.30533139299466244,0.391151156523208,0.0019135316986908062,0.3012371457192411
exp_32,32.0,0.0071660424412437985,0.21198775956740032,0.29361303087754004,0.38933579815627056,0.0012930341529950881,0.2947582392634891
exp_32,48.0,0.005905082254328979,0.2147433263925067,0.2906275652696162,0.38605566004790853,0.0010940622053526173,0.2970616930494149
exp_33,0.0,0.08355766982457559,0.00930136093332418,0.008900884473935862,0.016938842707945476,0.07843803831696632,0.03444131872562673
exp_33,16.0,0.025025590257920675,0.18065388459624682,0.30069595678258415,0.40094227453400244,0.014334478688197894,0.2975699224655126
exp_33,32.0,0.009774209926695763,0.2113593763753667,0.29267866046902175,0.3901067463763861,0.001,0.29535339538569283
exp_33,48.0,0.0045423179052584365,0.2121068854100337,0.2896887083485282,0.38511050687607135,0.001,0.29541015134721044
exp_34,0.0,0.004515614990219572,0.05540188071894017,0.024098104655930076,0.05871466307254055,0.023894207571895726,0.0018925283723635882
exp_34,16.0,0.01060055483950521,0.1873534040385346,0.2919310700048654,0.3904678996719603,0.034249324452265674,0.2671047150937888
exp_34,32.0,0.004884671743410765,0.2103146512654039,0.2903334135729003,0.391110044591359,0.003905707562275928,0.29580031418371916
exp_34,48.0,0.003571437669729249,0.21430971482129046,0.29055433585744134,0.38670544615455044,0.00253219569543563,0.2959659973772411
exp_35,0.0,0.07584652055525781,0.08916570450049942,0.07847057178676306,0.009464579990490317,0.020240545386751303,0.03781094589676044
exp_35,16.0,0.028696693552967913,0.2006824423544717,0.2986330273523482,0.40047354399600843,0.010208575447718277,0.29035275717915576
exp_35,32.0,0.012800887386382423,0.21257674735572443,0.2932860771714968,0.39132429599038737,0.001,0.29506937530474175
exp_35,48.0,0.00566335069927503,0.21369939422815495,0.29181026855505815,0.38662599522488694,0.00122965903265668,0.295077129002732
exp_36,0.0,0.03125499683233633,0.04791747735227168,0.011275366499860709,0.032807236748790776,0.04834982558509364,0.053665170778462494
exp_36,16.0,0.022104253955626933,0.19874998804523758,0.2921085053065895,0.4018957721029671,0.012108600521977972,0.29299909192976986
exp_36,32.0,0.009713482261883384,0.20961180716157546,0.29247078662460885,0.38836341328089274,0.0015564574186847486,0.29307302443352584
exp_36,48.0,0.004285884505540539,0.21370316950985546,0.29007455321747505,0.38708300126942874,0.0010395258254955477,0.2960172146983047
exp_37,0.0,0.08629821245602248,0.03238010158302393,0.004484364616979845,0.04703765641082668,0.07957413699508814,0.08110213707399626
exp_37,16.0,0.03422870088569504,0.19939055176066525,0.27233762035582293,0.42158561543858586,0.015127497498152592,0.2854879046895386
exp_37,32.0,0.012389370719644719,0.21078919128780246,0.2928044471024215,0.39246824069970815,0.0025630328678218246,0.29469554333153863
exp_37,48.0,0.004605027331248535,0.21358917323746626,0.292463621350255,0.3881013695102377,0.001,0.2943513096169599
exp_38,0.0,0.06842134001746594,0.06387926360088551,0.011637672690664172,0.015410340244184608,0.056955326899701876,0.03917349014615804
exp_38,16.0,0.028003431872135973,0.19317268010989316,0.29452642897232056,0.4072363397310199,0.01708454274435639,0.292034732022256
exp_38,32.0,0.010390312643275026,0.21186633540569663,0.29224198747954555,0.39090731451958055,0.0025801656757876725,0.295119687012414
exp_38,48.0,0.005109651890477274,0.21483830106295884,0.29011624809721853,0.3874004720655626,0.0015612544657145097,0.29590117181652187
exp_39,0.0,0.0908342475052448,0.029381235671135573,0.01516680095130362,0.05165975569693345,0.006926769039006536,0.06732540389030911
exp_39,16.0,0.02650753788350397,0.20266342041098717,0.29602089780056834,0.39654063593284683,0.001175362150930456,0.29136225144475264
exp_39,32.0,0.00942256825142364,0.2130991534656624,0.29072780852136954,0.38895016402646976,0.001,0.2958621024231035
exp_39,48.0,0.007048351839520178,0.2134533003638284,0.29169772089356294,0.3864058916731846,0.001,0.2941031364847564
exp_40,0.0,0.06051767355764755,0.04492292881009632,0.09975234274072793,0.07329880487847713,0.07598278862609019,0.04134725785783599
exp_40,16.0,0.020262652647736995,0.1964137962067695,0.2971717610455329,0.3981076389054339,0.01365645969851096,0.29519992146143
exp_40,32.0,0.006709157718316583,0.2115740472697036,0.29250337961851813,0.39002640335595407,0.0017762500634078198,0.2963167263014617
exp_40,48.0,0.004784155734581367,0.21334450670544627,0.2910042636802953,0.38649688073355265,0.0015293532814212897,0.29393977549582806
exp_41,0.0,0.005281281969416568,0.08843122952754852,0.07520945190268892,0.0779649034490429,0.08070065731863811,0.028254442673243296
exp_41,16.0,0.005191865737358009,0.1982840564665409,0.29072935000638456,0.3934129868619326,0.018467704408971806,0.2972544812656807
exp_41,32.0,0.002157482350787774,0.21262965322884106,0.29077219093232376,0.38640726063365877,0.001,0.29574217794248325
exp_41,48.0,0.001,0.21303888769869256,0.2925808192521457,0.38534496483032143,0.0013755067233404352,0.2964716833166001
exp_42,0.0,0.0628816480901623,0.07776886073575281,0.10188493789629448,0.0540651731467591,0.031454842192376625,0.09636015890387573
exp_42,16.0,0.0201244546098133,0.20353740316590885,0.2953448400078633,0.3962431782523363,0.006564097536945635,0.29322837855294503
exp_42,32.0,0.0090505151601043,0.21207892295855255,0.2909517316474024,0.38942420378498716,0.001,0.2937381916583784
exp_42,48.0,0.00435864777288221,0.21122326835971006,0.2909929315120124,0.3856541375760673,0.0013213069691518098,0.29598670380632963
exp_43,0.0,0.00991930184638494,0.05205264611131148,0.01504841866985096,0.08874405805367931,0.03988957666228349,0.05711454319514965
exp_43,16.0,0.013330521814876605,0.2036418743111275,0.28967613215907473,0.39631680433923744,0.0111764485358772,0.2951458409549395
exp_43,32.0,0.00888329546068879,0.21316099577931694,0.29090755039958854,0.3884686794686353,0.001,0.29570688987818233
exp_43,48.0,0.004049761411074863,0.2133318591111052,0.2934687926876221,0.38565748846187,0.0012865308757432803,0.29620063630835297
exp_44,0.0,0.008606752269055473,0.03455823464226312,0.001899478482419498,0.09931717921540256,0.003325155133926794,0.07487720560790781
exp_44,16.0,0.01781134773452337,0.2150727172016339,0.27936324082344355,0.40275533131475166,0.002278759085187357,0.29019282477278313
exp_44,32.0,0.00681359090090859,0.21435008510922723,0.29247657474465866,0.38875115035527036,0.00101067853721726,0.29471190888711
exp_44,48.0,0.004103878990469095,0.2143307201540699,0.28930312409027714,0.38611055599184524,0.001,0.29402467899757406
exp_45,0.0,0.05657685714547285,0.05161741119975073,0.08944039239355481,0.08782822678960553,0.06869760884996153,0.03738026240577672
exp_45,16.0,0.019317748001427635,0.1947413931974106,0.29441782127872457,0.395053976702943,0.010692170009407868,0.2952174035856071
exp_45,32.0,0.010365037985225624,0.2135135616914506,0.2916892725370687,0.3897321356332506,0.001,0.29572057057369805
exp_45,48.0,0.0038692114494081674,0.21337523243201142,0.29360316396692426,0.3862375654990215,0.0018308733508496616,0.29482831350005273
exp_46,0.0,0.06494534943821502,0.09423819824938358,0.06935901979621771,0.0696390171461971,0.029803808770257584,0.05871955702167941
exp_46,16.0,0.02084014221581819,0.20036098106405167,0.2951576429541047,0.39709466017903483,0.008505372952210625,0.2938388688385097
exp_46,32.0,0.007959683813183002,0.21292829022417967,0.2920212493787433,0.3893686464602359,0.001351019298814031,0.296038718455269
exp_46,48.0,0.003988407744264707,0.21204773066417829,0.29054842919243173,0.3877763245197128,0.0010218959565441472,0.29827632551104355
exp_47,0.0,0.001,0.0546080116708632,0.04995402088727427,0.07303111540477081,0.09041477748721163,0.006534959005958326
exp_47,16.0,0.003555316821678872,0.18754982615677682,0.2890275135528654,0.39219553048816047,0.027491243055902972,0.29196591997531185
exp_47,32.0,0.001,0.21302546450663212,0.2899654335307218,0.38730565110323406,0.004426593845204205,0.2954175161033046
exp_47,48.0,0.001,0.21392004253888544,0.2901667897631449,0.38605935247393347,0.0017227161840202647,0.2940008642055298
exp_48,0.0,0.03967576763366499,0.03623989685403814,0.08241109309754091,0.07957216374734584,0.06286564717132144,0.0047801187883981374
exp_48,16.0,0.019024110529238965,0.18487075697436967,0.2967187502284962,0.3947995806632694,0.026533061405022023,0.28317287405802205
exp_48,32.0,0.0065755710647848005,0.21190495544084523,0.29275043313182814,0.3901477100780223,0.0017464261862525675,0.2954889301412353
exp_48,48.0,0.004217600793199157,0.21534937191090261,0.28854722334890603,0.3882780912298933,0.001,0.2948578251939679
exp_49,0.0,0.09918371410293451,0.00995742906977926,0.09271518927652082,0.09510143733390981,0.0735420482867734,0.09382964140368413
exp_49,16.0,0.016759773361101057,0.1861771735717519,0.3023805182930624,0.3900590353747392,0.006009923448310691,0.2987380621455108
exp_49,32.0,0.007720086610747848,0.21299832742718106,0.28996624143173444,0.387863381800384,0.001,0.2957506097690933
exp_49,48.0,0.006041151824993864,0.21305421861281834,0.2915073422247388,0.3878217846768432,0.001,0.2953334728497656
exp_50,0.0,0.028254522942238965,0.062370990362103605,0.003784815123624375,0.0869470520639843,0.04630865881444425,0.028914880991672286
exp_50,16.0,0.023829822086385732,0.19944799288635887,0.2889062155215127,0.40654626393621485,0.017539533141051576,0.2880474279393326
exp_50,32.0,0.010381100994068708,0.21197261009470864,0.29280663581526933,0.3897793202422801,0.0016180314897829813,0.29441925711100253
exp_50,48.0,0.005039776292943997,0.2110219622340276,0.29224006029666083,0.38679233987595224,0.001,0.2950189730161595
exp_51,0.0,0.05755290592478325,0.07351168752587674,0.024156460798102734,0.03674838681928183,0.024766849647286912,0.04805279044551859
exp_51,16.0,0.025681249400201146,0.20081182022643534,0.29340884665306055,0.39890137145738386,0.009704490118137616,0.29182379239164974
exp_51,32.0,0.010105536486053881,0.21211699761266772,0.2916531544731735,0.38842885417059614,0.001014301935348831,0.29648720442532434
exp_51,48.0,0.005121407566142765,0.21315057659597086,0.2894804083698383,0.3863989681952102,0.001,0.2948620615776836
exp_52,0.0,0.03421320999023508,0.03893645455366436,0.017039566895069063,0.03979960882246097,0.0013997870620498037,0.015826763391513607
exp_52,16.0,0.025184383436252268,0.20600136514422066,0.2971110789535465,0.39601781112407475,0.001626939536405738,0.2858710981963688
exp_52,32.0,0.010773005502608684,0.21211090606357175,0.29110818308732955,0.3888120089082447,0.001,0.29397009570630533
exp_52,48.0,0.004601574867027836,0.21434568311780366,0.29240828292090587,0.38729697904009047,0.0014878591616222694,0.29705841735133665
exp_53,0.0,0.02981670767529921,0.02077318366821368,0.09969501985944465,0.0836591623035796,0.06386509574468763,0.06666975495587979
exp_53,16.0,0.014279128014394842,0.1987284438892949,0.297314982788072,0.3938206358195663,0.008595410373268737,0.29853478161168595
exp_53,32.0,0.005728364296470846,0.2111740305342167,0.29150727646637997,0.38781532453020834,0.001,0.29643920588121686
exp_53,48.0,0.0026072550342339414,0.2149535292293179,0.2886861347303773,0.3855492553371856,0.001,0.2957513289296717
exp_54,0.0,0.054267308943693277,0.055488604533938266,0.07182996434289857,0.05620141985185905,0.01583998871691554,0.051312006688761645
exp_54,16.0,0.021208222852467404,0.20327830739346694,0.2965996017159212,0.39475449314873395,0.0050651201926620515,0.2919587721860712
exp_54,32.0,0.00870431763681785,0.21133611811065892,0.2927605750992219,0.38919871222914937,0.001,0.29512507946659783
exp_54,48.0,0.005106297171443916,0.21435432030198578,0.29219259699265754,0.385673233141419,0.001,0.2962456097782129
exp_55,0.0,0.02047507742156253,0.06355279689093696,0.05645929755744807,0.06454678677605132,0.05464842352710187,0.03276357447960748
exp_55,16.0,0.014900692806389509,0.19954867851215397,0.29430995891904355,0.39648999370278915,0.015510691099724978,0.29522319134807634
exp_55,32.0,0.007994228231930184,0.21034459790586565,0.2917909081324572,0.38889807697996254,0.0023766321614959993,0.2944162788357494
exp_55,48.0,0.004327639256307344,0.21355020915642883,0.29085510042432505,0.38514008979322684,0.001,0.2968706443130803
exp_56,0.0,0.00819436325589162,0.037354289766315,0.04040175415901726,0.07316806234738212,0.04943108109012299,0.014783205871127917
exp_56,16.0,0.007080444672381279,0.19500412051833238,0.2931194419269926,0.39253959749087636,0.019530191424553738,0.2950012004140168
exp_56,32.0,0.00502613765934486,0.2113155509406576,0.2924820193744383,0.38607412806761204,0.0016008983952812863,0.29476432111725814
exp_56,48.0,0.0018749112551987926,0.2149128028759746,0.2912167472643446,0.3872661377813886,0.0021583097507574837,0.2941384109521991
exp_57,0.0,0.012090328205321698,0.018476267205463127,0.0218416133324979,0.07510897873859831,0.0711398271113031,0.09272523713549223
