Experiments,Time,s1,s2,s3,s4,s5
exp_10,0.0,0.0320878007098988,0.025822962426037786,0.08810987721111414,0.07397046451466326,0.036675252200823814
exp_10,16.0,0.19771632321012622,0.009438703842705716,0.11664302721856813,0.326009058122241,0.23802577691294152
exp_10,32.0,0.1998749445863543,0.0020989379514667742,0.10955618928198708,0.3263938137976838,0.23919364325832307
exp_10,48.0,0.2017286537379679,0.001,0.1060104837717359,0.32729787803405236,0.23879475108598344
exp_11,0.0,0.0018762998131384748,0.01721872736125512,0.09727971040762066,0.09221508763540963,0.08986493767455353
exp_11,16.0,0.15063929267986945,0.0059160253665916426,0.09994910965388522,0.3578855699679516,0.24356821864463793
exp_11,32.0,0.1993052662132444,0.0024636423331396862,0.10602533000003363,0.32722553165035784,0.2386309464742124
exp_11,48.0,0.20178510100265945,0.001,0.1056767766277759,0.32748040359633573,0.23946982555994165
exp_12,0.0,0.09376313041710783,0.06906934143682208,0.019396798815162913,0.00334351378117712,0.04269358744041984
exp_12,16.0,0.20355795180896036,0.013392373144284615,0.13515073673430505,0.3114356650784958,0.24695730999689888
exp_12,32.0,0.20129887617423978,0.002231936471728678,0.10860248760612298,0.3266546792248975,0.24040229380058695
exp_12,48.0,0.2005030017617964,0.001,0.10702505319918405,0.32889771986403693,0.23959152739053477
exp_13,0.0,0.058135719738685365,0.03482088797915989,0.05858744788120712,0.05824866181541186,0.02620726815055876
exp_13,16.0,0.1982086424796883,0.012447141022466763,0.11960699738550187,0.3232728388266217,0.23622700520109324
exp_13,32.0,0.20242946456108282,0.001,0.10981212467463453,0.3269230572587257,0.24241379554022832
exp_13,48.0,0.20178919797521785,0.0013820492840248074,0.10881396975613725,0.3285108840056204,0.23880944424057676
exp_14,0.0,0.06623194245362828,0.031164302392832906,0.05968333549154578,0.05371702002686138,0.012812869652976929
exp_14,16.0,0.2013285062560856,0.012842262381343877,0.12576144385798635,0.3188202078263555,0.23289505831873725
exp_14,32.0,0.19996924865939308,0.0010272253181286802,0.10820411758191184,0.3273150087858143,0.24217569393432803
exp_14,48.0,0.20072773045942705,0.0010117542706278536,0.10634186286403488,0.3264608380408235,0.23927629608218975
exp_15,0.0,0.01773156756195721,0.059086531634251954,0.03496812503288334,0.06625728241240497,0.01920682513480765
exp_15,16.0,0.18702953670904837,0.023327908647839818,0.1172210827621716,0.327667214040616,0.23267781713365204
exp_15,32.0,0.20137757403001896,0.0036199852581521043,0.10827412898546905,0.32725146959455076,0.2404572502861841
exp_15,48.0,0.19988705392897993,0.001,0.10840581258456672,0.32618078553473795,0.23955463899311993
exp_16,0.0,0.07421158051805377,0.007149814645889297,0.0437335077745677,0.04224688614608478,0.09553232040523502
exp_16,16.0,0.20046229175731148,0.0018480631978522314,0.11265413553402788,0.32598406008997227,0.2375180165915695
exp_16,32.0,0.20178570409530971,0.001,0.10684229463974856,0.326973448162839,0.24070232830604293
exp_16,48.0,0.20238812366253353,0.001,0.10576108383920076,0.32747444627774003,0.2413268987984349
exp_17,0.0,0.09352975706356609,0.09030339323966283,0.08050585056652612,0.04535008818677887,0.023882386134384773
exp_17,16.0,0.1985491528918933,0.016644287656956146,0.12565177573731082,0.320372313494584,0.23558563057534113
exp_17,32.0,0.20115404061790404,0.0026880192790967247,0.11059839681034345,0.3257812108063415,0.23850123120876696
exp_17,48.0,0.20098699813666374,0.002858674187736879,0.10640410527044515,0.3266360319295465,0.24034398793176928
exp_18,0.0,0.050359337490692574,0.06154177040808068,0.09729620429305771,0.025905101137286786,0.03410352136184381
exp_18,16.0,0.19978154065395776,0.012126179653533882,0.12477875408294717,0.3218369708071872,0.23807897025419872
exp_18,32.0,0.19905859649098584,0.0011557873589299315,0.10951904643663096,0.3254313515851216,0.23915741907537366
exp_18,48.0,0.20209910374484508,0.001,0.1067905673876434,0.32690104889317034,0.23983931030894468
exp_19,0.0,0.08460455363989287,0.011022099758945698,0.012411362523379233,0.06442887312341103,0.048767921107852455
exp_19,16.0,0.19790434800327322,0.005210718377240107,0.09238990541399386,0.32897737719174086,0.2356003133439439
exp_19,32.0,0.20216349396693267,0.0011072459311921952,0.10642863089829115,0.32622808715097434,0.23985737113344477
exp_19,48.0,0.20276167705396986,0.001,0.10512917585098726,0.32638777999192553,0.24085654063936004
exp_20,0.0,0.04095987411601562,0.06465320448272577,0.0606195170928774,0.05880003828251198,0.08734544763182191
exp_20,16.0,0.19319038476220934,0.011672249506488111,0.11377648891775093,0.3267333157475215,0.23744332313111072
exp_20,32.0,0.20013357460575573,0.0014478911868569893,0.1085212882303054,0.32648082220613894,0.24173654458842342
exp_20,48.0,0.20217954641116728,0.001,0.10622157199409595,0.32602279871479745,0.24041810876828848
exp_21,0.0,0.051883943690133244,0.07260511910046168,0.06794836443224248,0.021436021268271585,0.04735644479872929
exp_21,16.0,0.19656498730842806,0.014750898987863949,0.12180968229246994,0.32155887546506273,0.23771953243089414
exp_21,32.0,0.20090224563986528,0.0026394450138521016,0.10964643488843404,0.32726799096549863,0.2398383853749649
exp_21,48.0,0.20000683717207957,0.001,0.10674375967488503,0.3273545430908156,0.2407771028457841
exp_22,0.0,0.08356824306668502,0.09089722280614483,0.028601280340858334,0.010983890380957711,0.08358146191692294
exp_22,16.0,0.1973829477564953,0.012498700773618268,0.12349943731214487,0.32133932814415034,0.2408642240061478
exp_22,32.0,0.20217123752146202,0.0021288069405016015,0.10752036861816876,0.32834185863391036,0.24030966084418115
exp_22,48.0,0.19991978410940028,0.001,0.10665517620077972,0.32609264038415914,0.24052957098953182
exp_23,0.0,0.015123925980557845,0.0837527682004825,0.026874181918007327,0.08677910508780419,0.01863252024936419
exp_23,16.0,0.1811981020070216,0.028171419656806498,0.11463525504217675,0.32952173941503865,0.2282572158765716
exp_23,32.0,0.19924492558534077,0.004352036707475157,0.10843242304033457,0.32739131980842545,0.2393699766529434
exp_23,48.0,0.2011901904185212,0.001,0.1078361247691376,0.3268806000696848,0.24192252160084873
exp_24,0.0,0.09816261556322156,0.07595305613905645,0.016304692365702707,0.03946208484135468,0.03216130927302873
exp_24,16.0,0.19594657343472832,0.018459677041706212,0.1107241915861218,0.32241572155950005,0.23327339099908503
exp_24,32.0,0.20153771379906865,0.0036001688296764395,0.11000842064233866,0.3257566931728299,0.2401271514529691
exp_24,48.0,0.20276431381625415,0.001,0.10623495687827135,0.32834275870906876,0.23996318267193417
exp_25,0.0,0.06475563364259024,0.001,0.07487233940677347,0.04893929382776304,0.09161973177163438
exp_25,16.0,0.20363985215658834,0.001,0.11337113400699464,0.32755295509465887,0.2426743598177879
exp_25,32.0,0.2024912287366924,0.001,0.1076955113024472,0.32618157998745423,0.24082429669877012
exp_25,48.0,0.1989581241854726,0.001,0.10719360256504487,0.32694082642677436,0.23976330451099734
exp_26,0.0,0.06773657194791702,0.06661445929754767,0.09998508596367194,0.05678875655390648,0.006835176330677781
exp_26,16.0,0.2008292915768939,0.020587639499401608,0.1304203125037061,0.31720994331907093,0.23176974436398015
exp_26,32.0,0.1999490064235888,0.0023427008674621534,0.11018831778524389,0.3278407951162743,0.23974453215915162
exp_26,48.0,0.20023609565710968,0.001738960341297866,0.1073889162087147,0.3284022183185577,0.2408453164610807
exp_27,0.0,0.04085962172342267,0.010511621602609355,0.05183918835780135,0.007934540419264098,0.06657009798523666
exp_27,16.0,0.2029678316477918,0.0024325686289362516,0.12079277087213398,0.3235939512119568,0.24193227388031802
exp_27,32.0,0.2011243984438299,0.0013791359277279297,0.10819242584299674,0.3290657318377382,0.23958894979081138
exp_27,48.0,0.19994306572624834,0.001,0.10665009161058231,0.32743873992668093,0.24034749280065626
exp_28,0.0,0.03470118725184003,0.049279963240702364,0.08224763732962038,0.0897295604510955,0.03803027528484404
exp_28,16.0,0.19491048967744,0.01355713291579569,0.1160863286698155,0.32717053328729373,0.23589880429177143
exp_28,32.0,0.19946604289838485,0.001696171014588617,0.10671304306291239,0.32608840506450015,0.24073126861418315
exp_28,48.0,0.20101579677815917,0.001,0.10561498410855662,0.32638858852614927,0.2400425172992776
exp_29,0.0,0.041422887509051834,0.09438780314781767,0.006084103175300014,0.04421064540945428,0.05622397708594555
exp_29,16.0,0.18209848328704364,0.021482593550413362,0.08298773853881755,0.3313719756428541,0.2305361551667114
exp_29,32.0,0.20012214653033672,0.004470955326945865,0.10641999357119884,0.329147838912984,0.2395989965954298
exp_29,48.0,0.20158307640833945,0.001,0.10814055979296563,0.3287081108077422,0.24239727106263345
exp_30,0.0,0.009814077230748482,0.014124053776607255,0.0750142301123057,0.09428393204979668,0.06272885361324154
exp_30,16.0,0.1857596614388761,0.007825345422415288,0.10412991584254606,0.33719944256622475,0.24068921429755316
exp_30,32.0,0.20102270044825915,0.001,0.1059483909789999,0.32728528990389194,0.2393482114817793
exp_30,48.0,0.20211098281847037,0.001,0.10635976005441233,0.32978574054190773,0.2404183333495692
exp_31,0.0,0.0965738932110148,0.08564612479873966,0.08023139293675921,0.06029577044786666,0.022060753392418017
exp_31,16.0,0.198086203675175,0.01670093223919449,0.12531646310026792,0.3197461804540416,0.23445084035423225
exp_31,32.0,0.198632448340242,0.0023998473462014513,0.11042076810828971,0.3267416474385466,0.2406811567015432
exp_31,48.0,0.201626526482708,0.001,0.10544547204948544,0.32747103802153626,0.2397253038244548
exp_32,0.0,0.015147658722239521,0.07722323659581812,0.07717173388271437,0.015318818811984361,0.02796525143880723
exp_32,16.0,0.1928834599751579,0.01731146494569193,0.12302462227659831,0.32459705395335736,0.23765856965463764
exp_32,32.0,0.20250697630624903,0.002687856812559724,0.10779023925975016,0.32534900196982675,0.23783236122536855
exp_32,48.0,0.20005211431487263,0.001,0.10696091557570339,0.32684045250660587,0.2399145604949074
exp_33,0.0,0.03651726368040717,0.016567596640469553,0.08702532721587121,0.08710008805405417,0.07886592020869268
exp_33,16.0,0.1987112189112449,0.006290297965714018,0.10945620777912565,0.328633948808309,0.23959746967015697
exp_33,32.0,0.1983757669913513,0.001,0.10772733524973524,0.32744108544206685,0.239192929471954
exp_33,48.0,0.19972129800711344,0.001,0.10615903528090467,0.32922385509732044,0.23971667042782027
exp_34,0.0,0.010301612286577121,0.0853831752548843,0.06982055902305123,0.06492889938885088,0.039963393315662336
exp_34,16.0,0.17995102352915035,0.0224916268632437,0.11716250169050382,0.3316128340072735,0.23395572296650816
exp_34,32.0,0.19975640805498604,0.0015264589996331994,0.10734861813513,0.3277714048740923,0.2383983302264901
exp_34,48.0,0.2005895129725461,0.0012411129655428665,0.10680755929639474,0.32595422165428384,0.23965768343124336
exp_35,0.0,0.04312085956880151,0.04552025746959137,0.006572749382623952,0.09351912785908381,0.04185613666984628
exp_35,16.0,0.18521985415596684,0.017804021468171678,0.08253716084506715,0.3314381793993345,0.22875264319434116
exp_35,32.0,0.19912209060482716,0.001683299460846984,0.10576077265324274,0.329537244775931,0.2395532905210826
exp_35,48.0,0.20307192111536673,0.001480849819536337,0.1057397763888934,0.32753355138831897,0.2398525553817521
exp_36,0.0,0.058435078400309697,0.055440002734087376,0.018731880170621818,0.0388721484198681,0.06863449202407128
exp_36,16.0,0.19254852623978533,0.012971874662455644,0.10613318262196843,0.3262330830917626,0.23553560129181536
exp_36,32.0,0.20066421833827297,0.0022805551599395187,0.10930089813134468,0.32714982090325717,0.23871990663450635
exp_36,48.0,0.202465517213428,0.001,0.10728655302400429,0.32654294754698165,0.23904985982234614
exp_37,0.0,0.0784135771730247,0.022137249769217514,0.0058595258401601584,0.027772368195248375,0.07570922983682493
exp_37,16.0,0.1914027832355363,0.0073608753529592575,0.06980162913315183,0.33128706188310075,0.23504033616578884
exp_37,32.0,0.19989900133579658,0.001,0.10447883559755246,0.3265719853793609,0.23862806501933012
exp_37,48.0,0.20071188856241534,0.001,0.10585040833885152,0.32849426195887327,0.23809090560676402
exp_38,0.0,0.0015095720429600396,0.01574567347914693,0.008020175439515756,0.06092944391077329,0.04294448091305355
exp_38,16.0,0.1549873450055914,0.012688372817786292,0.07404641702579802,0.35469328789037835,0.23625079821343317
exp_38,32.0,0.19906688817708346,0.00348944882605755,0.10442252892916506,0.3282894361012688,0.2393732036999937
exp_38,48.0,0.20232078990960708,0.0020394827126316043,0.10663288716693721,0.32617865320815376,0.23880815563558352
exp_39,0.0,0.017059522081817356,0.047583256355858,0.04944860667435096,0.08207756178906253,0.002645648528953979
exp_39,16.0,0.1969715834698984,0.04092054774000824,0.13683599600347418,0.31316239914289523,0.19103736182288863
exp_39,32.0,0.20095912473265762,0.0054040315394454416,0.1133801523013452,0.327115704749529,0.2389326631109677
exp_39,48.0,0.1999365449442875,0.0012184170025929864,0.10404130783018169,0.3268643081919965,0.2397257289118018
exp_40,0.0,0.05534777586433878,0.001,0.04110351824258581,0.046905357143597906,0.021847016977232528
exp_40,16.0,0.20443473617556263,0.001,0.11552025228460269,0.32387672505423176,0.23930361543275694
exp_40,32.0,0.19986863824992548,0.001,0.10794134444672997,0.32701605772782216,0.24029506228338554
exp_40,48.0,0.2034251149095419,0.001,0.10532866236264214,0.3272384270416268,0.2386201913374537
exp_41,0.0,0.03143088470719196,0.0872099914861372,0.0918670751080847,0.05325907925382252,0.09812304146198798
exp_41,16.0,0.1930672491223278,0.012454024733000089,0.11609581104250591,0.3275667639666266,0.23702782796484198
exp_41,32.0,0.20034036226813867,0.0019025714610550319,0.10673182223911437,0.32523360175714255,0.24058487484705549
exp_41,48.0,0.2011924339091077,0.001060326956712986,0.10757074877206883,0.3289229394552096,0.2387333764596305
exp_42,0.0,0.024106659990850463,0.03385735317991663,0.06288738207852015,0.016438189584222683,0.0826274304027242
exp_42,16.0,0.19884516310420272,0.008230691900495168,0.1173720923336753,0.3260413981848667,0.24025952846234622
exp_42,32.0,0.20064390544326935,0.001742105429678654,0.1090176270795681,0.32810555856225015,0.24083736569378364
exp_42,48.0,0.20243823310786468,0.002153033062042319,0.10914188898767221,0.32858389732039534,0.23947867239676185
exp_43,0.0,0.001,0.0795403352387566,0.03456512603436688,0.08502576616855327,0.05539164902081102
exp_43,16.0,0.09461536456742667,0.0322366921669593,0.10040323322438129,0.3742891129294518,0.2372606464340125
exp_43,32.0,0.19675498883312983,0.005382098352457246,0.106483869290229,0.32907422622429006,0.2384305880310817
exp_43,48.0,0.20058900461892007,0.00238135982476392,0.10831012623553642,0.3266638172670818,0.23999726511541936
exp_44,0.0,0.08522245677973804,0.021514517802583004,0.07064673246815367,0.09244980111379021,0.014407234719099585
exp_44,16.0,0.20148640113538346,0.010684730037936846,0.11990850153036119,0.32058276450762807,0.23335591286901006
exp_44,32.0,0.2022113566589032,0.002366608124301852,0.10790357245159633,0.3257248667614203,0.24042553999091698
exp_44,48.0,0.20089944270715657,0.001,0.10622727801089539,0.32660301007705866,0.23889489736417238
exp_45,0.0,0.02602559352355716,0.058851436706272985,0.08834458984790027,0.06103801908118676,0.06668060856968748
exp_45,16.0,0.19190060132748835,0.01162907708732445,0.11624170911888522,0.327187008698242,0.23697020825565543
exp_45,32.0,0.20166245776695657,0.001,0.1065788910471326,0.32512210060762764,0.23983284445836678
exp_45,48.0,0.2003298806074296,0.001,0.10550086837550955,0.3268416209700508,0.23930651119921292
exp_46,0.0,0.08845799574890302,0.09801479554346436,0.011932542848338253,0.054566118675568986,0.05940819180669378
exp_46,16.0,0.18906155927326462,0.017856220725823845,0.09705042178416237,0.32780480710647447,0.2321614466264894
exp_46,32.0,0.20022241565639817,0.001335169520080319,0.1086230515255519,0.326850519202054,0.23866330539324523
exp_46,48.0,0.200274464039588,0.001,0.1065659293601582,0.32746678159387715,0.24011011822097023
exp_47,0.0,0.04390273818646957,0.028330458600830208,0.025934586850730013,0.0995068236218601,0.031393556026914654
exp_47,16.0,0.19369739516458673,0.012372074182295184,0.10800548436551569,0.3258575229712871,0.23539942997990881
exp_47,32.0,0.2003657061591662,0.002606708074209246,0.10682097695973411,0.3269084602171814,0.23849883061346197
exp_47,48.0,0.20096188720345265,0.001,0.10401663890172375,0.32641227850168764,0.24019967277658447
exp_48,0.0,0.025733497410443028,0.09593483102269902,0.06805599148941467,0.09720497996652304,0.0852657921290311
exp_48,16.0,0.1871894827383777,0.01623989957077459,0.1128802029907607,0.3309623429966206,0.237299495310403
exp_48,32.0,0.1996653923899568,0.001,0.1079900205792937,0.3267770208112285,0.23979206855281734
exp_48,48.0,0.1993128006220378,0.001,0.10518689557711995,0.3285583512598991,0.23893434949806802
exp_49,0.0,0.005752001634696494,0.008194587186733068,0.09427765095490341,0.001,0.048205899306909154
exp_49,16.0,0.19907603633966378,0.004401134988379119,0.12984663874001307,0.3271908480028458,0.24815914808584766
exp_49,32.0,0.20137249539031976,0.001,0.10959980466306363,0.32688357783399397,0.24101034228593093
exp_49,48.0,0.19895349389802072,0.001874365444334461,0.10661738431780092,0.3266666678028112,0.2402537076544811
exp_50,0.0,0.06421545285655314,0.022839583420894077,0.028547976806190478,0.008817143546537367,0.00902554101413781
exp_50,16.0,0.20570057797046934,0.008363403461256108,0.13251783704471673,0.31367252445680355,0.23627446278309416
exp_50,32.0,0.2005490533357558,0.001,0.10990446838443776,0.3274345839307218,0.24171034153456206
exp_50,48.0,0.19934709507692874,0.0016609795266366535,0.1044003972780026,0.32563882458091126,0.23933973230941016
exp_51,0.0,0.03464098552154224,0.0355321775273886,0.014599964160169272,0.07758472014482484,0.053474658538347465
exp_51,16.0,0.18800153904780678,0.014563008084297998,0.09116604120121079,0.3308187953633022,0.2346279506376405
exp_51,32.0,0.19857322648752182,0.0023852979311621233,0.10715075922655518,0.32880792575076667,0.23903270782764136
exp_51,48.0,0.2012611641208286,0.001,0.10585874142954023,0.32841170544171033,0.23980530205625722
exp_52,0.0,0.038902329009340965,0.041901726069804024,0.0582460225883102,0.04747121622430064,0.014832826389551579
exp_52,16.0,0.1962298006750753,0.016964523873052483,0.12328096196602978,0.32140854434535177,0.2334863375228258
exp_52,32.0,0.19990970576432443,0.0010816023734459457,0.10800108583780664,0.3276496413498614,0.23912782763776164
exp_52,48.0,0.2011210705606991,0.001,0.10844095624545157,0.3266209984956925,0.23866411034868001
exp_53,0.0,0.059118619908018935,0.0775872997329418,0.04003436744112174,0.03077226817922273,0.09443822247485033
exp_53,16.0,0.19656033880163798,0.011726793245411763,0.11488543600539901,0.32569239354302393,0.23868738035963727
exp_53,32.0,0.20045301176016067,0.0032238980445024315,0.10974231362037877,0.32952348859212227,0.24081536240796833
exp_53,48.0,0.20112818957335238,0.001,0.10765238345308409,0.3271246560072352,0.239383728314053
exp_54,0.0,0.07061134078796646,0.03787539423910247,0.05735094683133367,0.092208875431864,0.0610390784616256
exp_54,16.0,0.19647060767620708,0.008399127791992048,0.11359289166766433,0.325367547493561,0.23778057426715643
exp_54,32.0,0.1990598525430603,0.002852115081390238,0.1077292939881657,0.3269226873528297,0.2414303314251405
exp_54,48.0,0.20145185170667682,0.001,0.10745618702378633,0.32869775087195924,0.23927703507287348
exp_55,0.0,0.02851994430401249,0.05718489659201737,0.03283281438420054,0.028742540589068596,0.04770958836364359
exp_55,16.0,0.19205941305958418,0.015643514247443837,0.11621737796566554,0.32614771079769855,0.23672038462907072
exp_55,32.0,0.2012932329473001,0.001,0.10975459527300674,0.32790552545902146,0.23942052544690473
exp_55,48.0,0.19988691779647702,0.0014076299104182994,0.10517861471343343,0.3287880562489078,0.23881014869208542
exp_56,0.0,0.04452169682165319,0.09092991714668339,0.03915608049644993,0.03628436176811281,0.0040228435555624996
exp_56,16.0,0.19639962423352575,0.03210036498006313,0.1357053975804883,0.3125115203334359,0.21840416900698506
exp_56,32.0,0.20036912617955097,0.0039640170274849364,0.1119914593363841,0.3268761311846414,0.2396042670794645
exp_56,48.0,0.2017383539151411,0.001909558766455564,0.1092586736142212,0.32643183225881445,0.23821440071738953
exp_57,0.0,0.04037189418496879,0.05571261183990343,0.0027929338183522684,0.07610927262173113,0.0648745087909707
exp_57,16.0,0.1813904837296841,0.01810356311246602,0.05199135633577217,0.33464414327264547,0.22794680911722964
exp_57,32.0,0.19842893123556593,0.00343222168802471,0.09763827347310614,0.32838309813989364,0.23715843727787392
exp_57,48.0,0.1985242287052529,0.001,0.10387366562392715,0.3261773315898126,0.238323558190919
exp_58,0.0,0.07414924175992249,0.06343434010803539,0.08338694630061011,0.08960906953831813,0.06890783981162285
exp_58,16.0,0.1962876440222611,0.011537527110173236,0.11618723449663233,0.32456506728083195,0.23739247055901572
exp_58,32.0,0.20069809657621154,0.0026680034466015712,0.10882834498282844,0.3281633410488813,0.2417551729733115
exp_58,48.0,0.20102331076121502,0.001,0.10690502938108502,0.326083498415328,0.24122928283349382
exp_59,0.0,0.0484748765675312,0.03448848271602578,0.015286095092829419,0.0409493132847537,0.07672014294474816
exp_59,16.0,0.19154713937730444,0.009314809088962315,0.0991032021884689,0.3302147526739945,0.23588465994968072
exp_59,32.0,0.2011971824495937,0.001,0.10674639324057869,0.32785594380310507,0.23917738995819163
exp_59,48.0,0.2014939068296764,0.001,0.10669755534339104,0.3288553082044757,0.2394583906425293
exp_60,0.0,0.07128853756418815,0.04163142852091555,0.06584628754430269,0.003543174969515289,0.09811388116457688
exp_60,16.0,0.20478147399970298,0.00485378886551703,0.13272104141320729,0.3158173369185786,0.24719045657850164
exp_60,32.0,0.20164333901022546,0.001,0.11058205032279389,0.32726597458367473,0.24090622787860877
exp_60,48.0,0.20159288951522147,0.001,0.10636833048597924,0.32803720438965606,0.23866847923043463
exp_61,0.0,0.08085105467657791,0.0318902764965826,0.0010095635509985502,0.03779508976382222,0.09592459817752251
exp_61,16.0,0.1841667348015447,0.010680489885852512,0.02743854825959759,0.33546061202427113,0.23019582583884585
exp_61,32.0,0.19655182681666603,0.0028577579536123495,0.08702826712914513,0.3285710395546141,0.23811513594892597
exp_61,48.0,0.2005516829174605,0.001,0.10536207267173309,0.32786943801076135,0.2395277530577525
exp_62,0.0,0.030936853199806536,0.04942553306359153,0.035669692516452876,0.020279015798163855,0.005899238239922581
exp_62,16.0,0.199004278611844,0.02345516135398045,0.1331389740712508,0.31526812332962156,0.22784295378742217
exp_62,32.0,0.19984691476452648,0.0026643688016301905,0.11115330630045472,0.32609855214857214,0.23833696137553295
exp_62,48.0,0.2018497431510057,0.001,0.10777932912148852,0.32638685406048373,0.240079679259818
exp_63,0.0,0.0891826111569581,0.06018799574173795,0.04719391177913623,0.02356365849778879,0.006516912263311195
exp_63,16.0,0.20355820376664518,0.023276066097285445,0.13496836690600075,0.31324198493785727,0.22788762036832433
exp_63,32.0,0.20125281652449378,0.002509218206202205,0.11162074123749412,0.32676677815979727,0.24014498236235238
exp_63,48.0,0.20209124179513993,0.001,0.10808596930862265,0.32802796600690576,0.2408734479323469
exp_64,0.0,0.04735396705922374,0.012958719096171403,0.08933438599258256,0.07863905398460672,0.03194006157713319
exp_64,16.0,0.20041089843432092,0.004198735541940939,0.11673211035259519,0.32617344927952713,0.23923996171804343
exp_64,32.0,0.20148770103863128,0.0018845398493726596,0.1073333628163124,0.32609972259174985,0.23953754203156982
exp_64,48.0,0.20088950255171262,0.001,0.10576420839052689,0.3256458577412353,0.240319261370151
exp_65,0.0,0.07757778786209937,0.0665599373738322,0.011328375114165458,0.07274410415614957,0.0524474746781926
exp_65,16.0,0.1888050526953124,0.017783452354222757,0.0945915520250122,0.326895342352893,0.23547577355618
exp_65,32.0,0.1993459494539524,0.0022664976292788943,0.10629099040355044,0.32923182579166116,0.23988676553782673
exp_65,48.0,0.20168332646167597,0.001,0.10701995905111455,0.32826981453953386,0.24184431358216354
exp_66,0.0,0.044902728214737966,0.052529383145554824,0.04656340624630294,0.017810455952963555,0.008196094196079948
exp_66,16.0,0.1981351662459965,0.022583894473667324,0.13135046590477717,0.31547451745811056,0.23034869332005575
exp_66,32.0,0.19936444954267427,0.0021842347172893813,0.1100535265089862,0.3266386354010721,0.24142549420797438
exp_66,48.0,0.19996218640812122,0.001,0.10666309870074514,0.32731791154579487,0.23978243896126497
