Experiments,Time,s1,s2,s3
exp_12,0.0,0.08972847217480462,0.022360017543652206,0.012210703189181233
exp_12,16.0,0.26569406687804026,0.4186853037739133,0.04768488106680772
exp_12,32.0,0.2719053220634798,0.4142467593247948,0.07580133788104745
exp_12,48.0,0.2747835603939218,0.4145532454776086,0.08100923539150544
exp_13,0.0,0.025898905997683755,0.0365370509636709,0.03952343334633933
exp_13,16.0,0.27173086975969635,0.4140355862477014,0.07586962944591209
exp_13,32.0,0.27441193498915256,0.41360105151392795,0.07887786329443719
exp_13,48.0,0.27646140014930637,0.41524405384631685,0.08252029636782136
exp_14,0.0,0.04721858775581342,0.006797901582652686,0.0019364706986443377
exp_14,16.0,0.25947197055748067,0.4197779586376919,0.014058609515289196
exp_14,32.0,0.2640584048080052,0.4161307380992765,0.052147820301826
exp_14,48.0,0.273170660624163,0.41551614372181706,0.07731392864440699
exp_15,0.0,0.011969344215535761,0.0045311039442905675,0.09693262476037384
exp_15,16.0,0.28260244697351117,0.41159511769971424,0.08226646314032351
exp_15,32.0,0.27633147012564485,0.4146545263200408,0.0803284530226487
exp_15,48.0,0.274697550794525,0.4140335958089154,0.08205402858047457
exp_16,0.0,0.017116408091567344,0.04045288793759547,0.07279537734378888
exp_16,16.0,0.27511891701082125,0.41304610048789614,0.0799965230989318
exp_16,32.0,0.2759415059118242,0.41318250237245313,0.0795041331265342
exp_16,48.0,0.27273752224881964,0.41596775198883706,0.08137809398493705
exp_17,0.0,0.0949922320717674,0.020433605227659947,0.010089729032513685
exp_17,16.0,0.263489050141691,0.41732277594265205,0.04337903774328207
exp_17,32.0,0.2717681955158881,0.41393576836035567,0.07395497653505649
exp_17,48.0,0.2756677233753294,0.41458810573378435,0.08154975268377407
exp_18,0.0,0.09508436438492361,0.008878754046291014,0.020330563950691268
exp_18,16.0,0.26982829837185457,0.41588142276018164,0.057981864428976716
exp_18,32.0,0.27477164351967914,0.41405754820703655,0.07567910903851097
exp_18,48.0,0.27556994656158407,0.4143328537645945,0.08048076935239111
exp_19,0.0,0.03552910669323682,0.0535781388658152,0.07292522480280095
exp_19,16.0,0.2753895317159773,0.41270396474409543,0.07964313597544004
exp_19,32.0,0.27557818330801603,0.41345695229602947,0.08034239765715706
exp_19,48.0,0.27536832943637146,0.41467626633675,0.08051235600646037
exp_20,0.0,0.014709362945002554,0.07886657787353739,0.07416832471305364
exp_20,16.0,0.27403925697521025,0.41292868162231844,0.08118501491364645
exp_20,32.0,0.27694946295475853,0.4150339258359379,0.08068040090436694
exp_20,48.0,0.2748521924518059,0.4135376693397041,0.08035549226580328
exp_21,0.0,0.04904903625115827,0.05651106320520625,0.022866803220423455
exp_21,16.0,0.26724059698046826,0.4160740411261951,0.06232674205945048
exp_21,32.0,0.27329657785038763,0.4142787401132422,0.07801619395040928
exp_21,48.0,0.27434205386297367,0.4161800661714292,0.08108402542861975
exp_22,0.0,0.039154598412561324,0.08119558179446641,0.011297813420309537
exp_22,16.0,0.26274421154937183,0.4157461820393898,0.04985154556287532
exp_22,32.0,0.27244085912172306,0.4144393577740886,0.07480023320906955
exp_22,48.0,0.27536815531534775,0.41516663262813996,0.07993658744199374
exp_23,0.0,0.09788673521265781,0.008327493320070574,0.06529502330660972
exp_23,16.0,0.27645916794750386,0.4139805757196316,0.07656826785496132
exp_23,32.0,0.2761094948966172,0.41427896049224794,0.08061380815446056
exp_23,48.0,0.2749679364409171,0.41385321157180005,0.08072918219053767
exp_24,0.0,0.04083442518663143,0.07727738510477976,0.031728169472336844
exp_24,16.0,0.2716682687614879,0.4146201225938031,0.06981148207369586
exp_24,32.0,0.2734988757702666,0.41556464091185763,0.07770102510613351
exp_24,48.0,0.2749698388751429,0.41542246847425063,0.08202301730264293
exp_25,0.0,0.04890060816276995,0.04752567424970131,0.014532880611647736
exp_25,16.0,0.26640738470052466,0.4157398916558021,0.05052045273888614
exp_25,32.0,0.2728620558688412,0.4137798225297555,0.0752244017385348
exp_25,48.0,0.2758260073669914,0.4138496202471998,0.0801556641287473
exp_26,0.0,0.07176448771082923,0.07991042947215696,0.053277579136719114
exp_26,16.0,0.27266103156152854,0.4138483663092232,0.0775272183996536
exp_26,32.0,0.27614886245661,0.41372047714364096,0.08069598975970295
exp_26,48.0,0.2758797146722794,0.41556794320488527,0.07912702712763703
exp_27,0.0,0.011497121380684334,0.03380046731472616,0.08106016335403166
exp_27,16.0,0.2764714236043877,0.4142437469785926,0.08226309108135452
exp_27,32.0,0.2750901360721203,0.4139852601567817,0.07971306546109976
exp_27,48.0,0.27736396983057293,0.41322529146706916,0.08168982192525362
exp_28,0.0,0.052879509541499184,0.03835811042162512,0.0916122299058962
exp_28,16.0,0.2774732125201054,0.41320944748528166,0.08321111393223977
exp_28,32.0,0.2746468547544403,0.41459961266269674,0.07843982752358852
exp_28,48.0,0.27524257883220016,0.41453968199656804,0.08148427757593245
exp_29,0.0,0.04335229141406539,0.029515138880261572,0.056021451891198996
exp_29,16.0,0.2758391378974728,0.414647215867639,0.07771186125543428
exp_29,32.0,0.2728210187865217,0.4164167729089636,0.08049997984846297
exp_29,48.0,0.275155077382168,0.41401004603181535,0.07996790916737215
exp_30,0.0,0.028923936175011485,0.009834308811289622,0.06557814952265803
exp_30,16.0,0.2765594957091287,0.4125949346942113,0.07940874075865464
exp_30,32.0,0.2737349493805599,0.4136966359577685,0.07977100095428478
exp_30,48.0,0.27671339601456374,0.4134138948656344,0.07884320057503937
exp_31,0.0,0.05192362511171598,0.023612962591166776,0.029235739989319852
exp_31,16.0,0.2697776663635546,0.41532499474456014,0.06570985372446544
exp_31,32.0,0.27501698487915976,0.4130893682836107,0.07903742180644291
exp_31,48.0,0.2751492237751503,0.4151960424298348,0.08208899652712745
exp_32,0.0,0.08255936037630884,0.041743711547712045,0.0012888885765788799
exp_32,16.0,0.2558607658948555,0.4180179562232283,0.006336349950907701
exp_32,32.0,0.25914970453910385,0.4169954201775842,0.03692477681629725
exp_32,48.0,0.27142534469424,0.41532084344555054,0.07296495204442213
exp_33,0.0,0.013083541664316035,0.08767766232848982,0.050203909259417034
exp_33,16.0,0.27284656469344065,0.41268906745045475,0.07837382087587468
exp_33,32.0,0.27466097082835195,0.41449054799374335,0.08069140304275528
exp_33,48.0,0.2750986177225949,0.41670418864259856,0.07892476805524523
exp_34,0.0,0.08466994629911964,0.017520899828891955,0.038796392239305574
exp_34,16.0,0.2724823933230113,0.4155997319413623,0.06932245776937154
exp_34,32.0,0.2741089197959753,0.41351402025525275,0.07960090631418638
exp_34,48.0,0.274334816575862,0.4128247831270957,0.08033346585411091
exp_35,0.0,0.06841715846713693,0.051414540809068335,0.09053213495061142
exp_35,16.0,0.2772543390427255,0.41563308603438315,0.08144708930436297
exp_35,32.0,0.2744774363924347,0.4144324867385155,0.08144694375198343
exp_35,48.0,0.2762054388590958,0.413523380266449,0.07981787778278877
exp_36,0.0,0.0741864577108952,0.06854069371147578,0.08626700490600399
exp_36,16.0,0.2761209286863973,0.41281133899354505,0.07818200455262786
exp_36,32.0,0.27611745689262723,0.41308111435717765,0.08207774316640674
exp_36,48.0,0.2758516376112361,0.4143392864664187,0.0803598283830281
exp_37,0.0,0.06062776176849319,0.04910150339152281,0.05413569502981352
exp_37,16.0,0.27497474679908257,0.41434958420320744,0.07847253567232125
exp_37,32.0,0.2751689336060105,0.4152436324167296,0.08108373451272592
exp_37,48.0,0.2755973426714285,0.41535050273665575,0.08037700260708816
exp_38,0.0,0.020071219556920556,0.004115520458404619,0.00710692928801028
exp_38,16.0,0.2661552365124426,0.41475902365203077,0.031712282361667135
exp_38,32.0,0.2712418126660856,0.41540527409122274,0.06834722632323922
exp_38,48.0,0.2754998251390294,0.41574509046043284,0.07851748533887064
exp_39,0.0,0.08133385999026217,0.027038714314606863,0.04114710659997546
exp_39,16.0,0.2726510920906187,0.4163032273716051,0.07216544810734057
exp_39,32.0,0.2743514297426152,0.4141490319183621,0.07995386016536285
exp_39,48.0,0.27561944469196403,0.41492768509389066,0.08001866347040132
exp_40,0.0,0.06671011595881725,0.09747714185859628,0.0965754637811857
exp_40,16.0,0.27617975613563106,0.4136982456632331,0.0844040156124571
exp_40,32.0,0.2747422257000552,0.4141419931613544,0.08027226759962927
exp_40,48.0,0.27504435679744643,0.4133074833606157,0.0802909547673579
exp_41,0.0,0.0015332659957930325,0.01592186670809191,0.03431293754803002
exp_41,16.0,0.2629253612053174,0.4085893899076084,0.07473137871822566
exp_41,32.0,0.27451263400751535,0.4143580357027893,0.08077774729066989
exp_41,48.0,0.27611178261210656,0.4132902525995419,0.08001229336424297
exp_42,0.0,0.09606586384916385,0.061769346536010836,0.06143840432634447
exp_42,16.0,0.2758450639823141,0.4157042522232705,0.07730788622669187
exp_42,32.0,0.2769790497368337,0.4144998525604364,0.08020784508888293
exp_42,48.0,0.2755319034812043,0.4141507088328655,0.08179858668683077
exp_43,0.0,0.0714749562338855,0.01812772068802028,0.005674366521231066
exp_43,16.0,0.2600786817901523,0.41738171706699806,0.028356966432346083
exp_43,32.0,0.27069951221281635,0.4156111485203369,0.06600229641780844
exp_43,48.0,0.2762781518614019,0.4143450231795097,0.08075869553415109
exp_44,0.0,0.010044091947495316,0.04409799363624546,0.09054383943737287
exp_44,16.0,0.27654688094391694,0.4097129581189237,0.08526811447080941
exp_44,32.0,0.27515723362495037,0.4141913384887995,0.08187662509149551
exp_44,48.0,0.2749964318277471,0.41462107018143973,0.08170618602309263
exp_45,0.0,0.03854429609121134,0.038216769896973035,0.040257974953734725
exp_45,16.0,0.2724911525413385,0.4138581700779799,0.07073441384819149
exp_45,32.0,0.2768685620013213,0.4134673134335395,0.07859567006987002
exp_45,48.0,0.27415400075405355,0.4147086790666007,0.07871068409531971
exp_46,0.0,0.09685164261048802,0.016118837105170085,0.05766714354023874
exp_46,16.0,0.2754993192790852,0.4135200982206241,0.07439923542327276
exp_46,32.0,0.2742176696614924,0.4148523818596023,0.07997037231805526
exp_46,48.0,0.2747057342818254,0.41373380914787855,0.08045232815909974
exp_47,0.0,0.0028955387473243188,0.020914621746744962,0.06550771840798157
exp_47,16.0,0.2706107839199625,0.40907084526343407,0.08253992783993856
exp_47,32.0,0.27580286113770264,0.41527864963360894,0.07999495495241259
exp_47,48.0,0.2751365183615562,0.41506844348141786,0.08001879892173798
exp_48,0.0,0.005950014435380636,0.08202259114484542,0.09865377561541598
exp_48,16.0,0.27465509193679444,0.41304610983918383,0.08577880735313675
exp_48,32.0,0.2756015158106459,0.4130728571653287,0.08045515814161741
exp_48,48.0,0.27486361511065605,0.4144285889582256,0.08075898346505128
exp_49,0.0,0.0632763164200982,0.09416460771216749,0.0653906634099052
exp_49,16.0,0.2763449869304899,0.41429588654292043,0.08073692299689314
exp_49,32.0,0.27587049908252065,0.4138580288908206,0.08003626805906172
exp_49,48.0,0.27572456306579807,0.4148816423917667,0.0813368654018949
exp_50,0.0,0.08909027080856836,0.07486336491792624,0.05255147044980654
exp_50,16.0,0.2745608345343941,0.41489391665149317,0.07432355273136325
exp_50,32.0,0.2749117065949442,0.4142115766232345,0.08044242271850865
exp_50,48.0,0.2771329175856831,0.4159247955147885,0.08046203796653369
exp_51,0.0,0.03329792552651027,0.011926880022257377,0.017027582228911056
exp_51,16.0,0.2669801378561007,0.41566716900400974,0.05568545309142978
exp_51,32.0,0.27543975123475045,0.4163107684349787,0.07575433989216004
exp_51,48.0,0.27457999739604966,0.413790870323824,0.08016241972676696
exp_52,0.0,0.035462022069677,0.001,0.07631613367971242
exp_52,16.0,0.2911204843050201,0.40199764142060135,0.07486485029603054
exp_52,32.0,0.27377159878826046,0.41446887698828644,0.07821447173411333
exp_52,48.0,0.2751747339594534,0.4134912761638784,0.07971294267566804
exp_53,0.0,0.030555298347655493,0.09117100530712385,0.027286931555475343
exp_53,16.0,0.26825286493161127,0.41429408512351035,0.06698407042287932
exp_53,32.0,0.2748594001983272,0.41391086659748194,0.07848309654149864
exp_53,48.0,0.2747028925301303,0.41405292999219295,0.08066886668497271
exp_54,0.0,0.04368358687915185,0.08511071574240063,0.03835667707141431
exp_54,16.0,0.2727277091237294,0.4135783897211014,0.07294576180674385
exp_54,32.0,0.2745464055765983,0.41486121846550794,0.08013804706299053
exp_54,48.0,0.2748384530565605,0.4158551124504586,0.08018539415046888
exp_55,0.0,0.06431605110016146,0.06867488987778338,0.018656557590920653
exp_55,16.0,0.26680698399688435,0.4165931758456973,0.05857393751820439
exp_55,32.0,0.27410053817080693,0.41409163593958814,0.077125727220427
exp_55,48.0,0.2742716160629512,0.4148507926834743,0.08067609257605908
exp_56,0.0,0.08622365930786356,0.09775145062125683,0.04927325058579357
exp_56,16.0,0.27346827604688695,0.41430350512767217,0.0737581333594734
exp_56,32.0,0.2742298257660479,0.4159443407856604,0.07864847758959116
exp_56,48.0,0.27485964742694985,0.41437114687975696,0.0818328324351798
exp_57,0.0,0.04583910100895247,0.03254476029291602,0.03151104917584376
exp_57,16.0,0.2717713941065895,0.4162153596870413,0.0693660606051248
exp_57,32.0,0.27545858760075603,0.4156195558053069,0.0797234437045133
exp_57,48.0,0.27529721586902206,0.4136464763429265,0.08051771935235717
exp_58,0.0,0.027629688308144877,0.054403339398311754,0.05908926803639768
exp_58,16.0,0.27418252120919406,0.4151244703876885,0.07884475784305338
exp_58,32.0,0.2752790424655042,0.41286506705002274,0.0790140415935677
exp_58,48.0,0.2753570624417206,0.41520043667967377,0.08097783808348359
exp_59,0.0,0.001,0.07468650600018205,0.028368805714421387
exp_59,16.0,0.2372297115063327,0.4012921262114207,0.07483765140589659
exp_59,32.0,0.2763084768429668,0.41731603156614816,0.07868705645696987
exp_59,48.0,0.27411566255377356,0.4142628347416997,0.08010934261211836
exp_60,0.0,0.01681854183371842,0.06438550651834231,0.07700192062960914
exp_60,16.0,0.27465164669609893,0.4124604403182141,0.08233307485374328
exp_60,32.0,0.27551786202013856,0.41395794166768884,0.08045782536172194
exp_60,48.0,0.27642595431056327,0.4133857437134916,0.08036065325516399
exp_61,0.0,0.00786981625514408,0.06935509807649087,0.04648070663493207
exp_61,16.0,0.2703711746522803,0.41302695451361776,0.07804240536898116
exp_61,32.0,0.27542196419361564,0.41252149734218785,0.07979975863191574
exp_61,48.0,0.2743721481181066,0.41589106000550213,0.08181230470474808
exp_62,0.0,0.022604661375771794,0.05864064473845092,0.004708946503453024
exp_62,16.0,0.257428419427004,0.41799149932028307,0.02216209163317909
exp_62,32.0,0.2663690264836966,0.41787952399685097,0.061996350124126624
exp_62,48.0,0.27397739002200694,0.4141812164982921,0.07740397147101737
exp_63,0.0,0.10113799920166687,0.057395276467023706,0.05434206566047561
exp_63,16.0,0.2759814449105841,0.41516782655567225,0.07569863666824327
exp_63,32.0,0.2728657243554373,0.41359761592250566,0.07892820579556266
exp_63,48.0,0.2741999171527774,0.4132591340280542,0.08027017548490953
exp_64,0.0,0.058324641743581346,0.02910521953982605,0.07260599582730903
exp_64,16.0,0.27623255513048073,0.41393572333437517,0.07845789589884702
exp_64,32.0,0.27502446132398833,0.4137820568080705,0.07975930797432365
exp_64,48.0,0.274620595372923,0.4127398682574961,0.08008199932891368
exp_65,0.0,0.04742275654476938,0.07229806204136195,0.0038898569045343785
exp_65,16.0,0.25520938013581945,0.4181687810145252,0.027113176007316907
exp_65,32.0,0.26942335793758554,0.4156054735826674,0.06386489599886054
exp_65,48.0,0.2746047468741183,0.41478164132515283,0.07921659692029537
exp_66,0.0,0.05803524862922962,0.06524126230006656,0.04793624827309735
exp_66,16.0,0.2712583947024953,0.41511324925522225,0.07511259500589829
exp_66,32.0,0.2760750306799452,0.4134190004165333,0.07965457722769252
exp_66,48.0,0.27420153304367717,0.41564329238107167,0.07900969865696995
exp_67,0.0,0.050964263344969236,0.07532615550125357,0.08469144857885176
exp_67,16.0,0.2752890138425034,0.41246097872662085,0.08148429560390331
exp_67,32.0,0.2767812018044887,0.41498776440473395,0.0815588039898986
exp_67,48.0,0.27390471996286303,0.4136697900444692,0.0812887210629967
exp_68,0.0,0.01931412369484036,0.0011640046844344732,0.03653358619861886
exp_68,16.0,0.2822584821103939,0.4106692185197587,0.06814798466210056
exp_68,32.0,0.2736679783915014,0.4156971523739734,0.07772741439173073
exp_68,48.0,0.27428856424548437,0.41403893620677,0.08231168164667423
exp_69,0.0,0.04268408871617765,0.05469662506627455,0.0429789091502162
exp_69,16.0,0.272749591696873,0.4117016085281534,0.07530852204054075
exp_69,32.0,0.2750413205251488,0.4136508437452898,0.07953019901850156
exp_69,48.0,0.2737710258221973,0.4149952613667247,0.08089440493822248
exp_70,0.0,0.0639723111534042,0.08250949089154697,0.008750798558396833
exp_70,16.0,0.2612820498959078,0.4173777506050666,0.04122182600310566
exp_70,32.0,0.2718012601156462,0.4154079661951749,0.07356900959111426
exp_70,48.0,0.27356714650786956,0.4131475974622238,0.07982078389501505
exp_71,0.0,0.07718166470116859,0.02521371165932066,0.008169336047833434
exp_71,16.0,0.26111304039771566,0.41734081914853205,0.03615035016267645
exp_71,32.0,0.2723907916676672,0.41430249071710396,0.06816127119027915
exp_71,48.0,0.2748073879680531,0.41443694273508147,0.08052375430920414
exp_72,0.0,0.023974132616973072,0.0377112960666959,0.05821881761759214
exp_72,16.0,0.2742613776954662,0.4139755464897846,0.0788088192400185
exp_72,32.0,0.27656076598901275,0.4154168281371953,0.0805014894787395
exp_72,48.0,0.27506395535262534,0.4141678390457678,0.08051890618721012
exp_73,0.0,0.07964826202774644,0.059968125183459425,0.028942863541418184
exp_73,16.0,0.2723260231238892,0.41491658604954923,0.06694437796740291
exp_73,32.0,0.27366940269911616,0.4161435878917545,0.07992226513075845
exp_73,48.0,0.2746508372004628,0.4146870227531263,0.0811984958685618
exp_74,0.0,0.03679876380162566,0.07162432496035585,0.08440023737158489
exp_74,16.0,0.2781184201322906,0.41434992719171104,0.07983512193911534
exp_74,32.0,0.27612798971117647,0.41535341311903595,0.07952569677618278
exp_74,48.0,0.27671092820344106,0.41432758270138215,0.07962680689112776
exp_75,0.0,0.02709814314870578,0.06294350504515701,0.07961924842875835
exp_75,16.0,0.2754921747173313,0.41465639761291667,0.08216047028194597
exp_75,32.0,0.2758853735201089,0.41448279935746846,0.08055121088207721
exp_75,48.0,0.2749174518298637,0.4118453264041029,0.07974670395895854
exp_76,0.0,0.08667906239174515,0.09626698142321903,0.0905533968488641
exp_76,16.0,0.2754296115672919,0.4142977597610159,0.08175971074808287
exp_76,32.0,0.2744797385233989,0.4138554015349469,0.08020877535128779
exp_76,48.0,0.275230724964375,0.4161197360439911,0.07956471910047717
exp_77,0.0,0.013315536518925064,0.056397529654013394,0.07755276159556435
exp_77,16.0,0.2744200834964259,0.413275820175702,0.08258739158138473
exp_77,32.0,0.275067243150902,0.4145117985732847,0.08048172551390033
exp_77,48.0,0.2762287494101188,0.41441864243700743,0.07952815044286318
exp_78,0.0,0.059973906517623195,0.011565129731282311,0.04569979248354935
exp_78,16.0,0.27513347645495184,0.41605845596821117,0.07241234165712157
exp_78,32.0,0.2767247499435759,0.41390474341295186,0.07787953603486993
exp_78,48.0,0.27439856882215646,0.4147155434497794,0.08049349814003796
exp_79,0.0,0.07842183674121701,0.01213035310703578,0.006786444008022213
exp_79,16.0,0.2644466189840635,0.4173715798811666,0.04024537069301004
exp_79,32.0,0.27268513931955884,0.4149692537240556,0.07130179476146856
exp_79,48.0,0.2741040217555447,0.41365973336407635,0.07697174019753321
exp_80,0.0,0.0840749395340571,0.09273812401297651,0.01780548628002218
exp_80,16.0,0.2675447087439362,0.41623001799350423,0.056920348392036475
exp_80,32.0,0.2742687174491703,0.4148319009651917,0.07640067491270805
exp_80,48.0,0.27417808062810484,0.41298656523705124,0.08059008988398506
exp_81,0.0,0.07277684086362643,0.04268231323360186,0.0679577984808193
exp_81,16.0,0.27506469422361024,0.4140021838076312,0.07722326164286449
exp_81,32.0,0.2757688730931037,0.41505880285462765,0.07963057328207994
exp_81,48.0,0.2759505283043426,0.4130933057243853,0.08168655312897216
exp_82,0.0,0.05441656623750681,0.0631481467462969,0.08646990123589034
exp_82,16.0,0.2776244751888764,0.41514113008574927,0.08065639013973042
exp_82,32.0,0.27705209768253364,0.41441057744253723,0.08141238438132985
exp_82,48.0,0.274733984660704,0.4163163503041021,0.08143120852745177
exp_83,0.0,0.03432119103084252,0.08002216170890783,0.0643014661142946
exp_83,16.0,0.2751312323665298,0.4155774687169518,0.07892967174491793
exp_83,32.0,0.27474722675735624,0.4153334030304751,0.08058013183858809
exp_83,48.0,0.278128858649245,0.41550778694084284,0.0812504027937935
exp_84,0.0,0.08931921177441209,0.02564147182877631,0.021968812730181364
exp_84,16.0,0.27049728667638534,0.4163980978623592,0.06307705232860315
exp_84,32.0,0.27632749259996653,0.41363301469566377,0.0789670221382369
exp_84,48.0,0.27398310044730045,0.4131580966033803,0.08087041529042897
exp_85,0.0,0.08192662213814025,0.049518548157412,0.09509431526993181
exp_85,16.0,0.2761879422472272,0.4153537593134975,0.08132621530467356
exp_85,32.0,0.27636716993302257,0.412821885230453,0.08071381047618001
exp_85,48.0,0.2755363869804375,0.4143063871463397,0.08144873018053389
exp_86,0.0,0.014593259579209225,0.0917754033233166,0.08813179489706975
exp_86,16.0,0.27752045673645453,0.4128774307377795,0.08496263584115442
exp_86,32.0,0.2747183131614457,0.41361564058792827,0.08126577407127664
exp_86,48.0,0.2750195611304239,0.4150797548672382,0.08100435280352526
exp_87,0.0,0.07680901550026563,0.03564056626378432,0.045482492652231137
exp_87,16.0,0.27506600887606625,0.4139770874607734,0.07328447962535256
exp_87,32.0,0.27263961109841545,0.4139659203963174,0.07921685091409401
exp_87,48.0,0.27472403402089274,0.4135458687124837,0.08211821148755227
exp_88,0.0,0.014133521913389319,0.041019276549705434,0.05313232165867541
exp_88,16.0,0.2736569518056301,0.4140264313892457,0.07700688330530459
exp_88,32.0,0.2747115491271144,0.4132285438047645,0.08075763725732842
exp_88,48.0,0.27335676813814475,0.41593860024095874,0.0815554663976443
exp_89,0.0,0.006141332057046926,0.04953458081523423,0.016212920148507975
exp_89,16.0,0.26100046031324614,0.41262338699231493,0.05720076677372462
exp_89,32.0,0.2731735924772322,0.4141019667876802,0.0781270033785487
exp_89,48.0,0.27641103286790153,0.4167892362591084,0.08049213552081509
exp_90,0.0,0.004616405017647082,0.08973073356644351,0.07968890245383278
exp_90,16.0,0.26980459557658804,0.4095328126521942,0.0860010213440606
exp_90,32.0,0.2780755554472041,0.4141008281134768,0.08103338095812306
exp_90,48.0,0.27596195239399784,0.41414462912801564,0.07999734829326924
exp_91,0.0,0.0643463910368572,0.08235408316376436,0.025930959145328933
exp_91,16.0,0.26920966499412263,0.41690592307130797,0.06496411129129794
exp_91,32.0,0.27395860323029403,0.41383913316778875,0.0789179050279526
exp_91,48.0,0.2733601015487399,0.4162322820325921,0.07989107055252193
exp_92,0.0,0.03607347889295166,0.004090388580947812,0.09543959723293703
exp_92,16.0,0.28430051528519884,0.40975895499940385,0.07823864030331723
exp_92,32.0,0.27434264489855725,0.41384743349301945,0.08008005536757533
exp_92,48.0,0.2756367093513256,0.4137367431523257,0.08100758509208154
exp_93,0.0,0.08605559039791695,0.007747958826830099,0.01737486519338552
exp_93,16.0,0.2705414347927927,0.41621189183227847,0.0493364651761942
exp_93,32.0,0.2731665060511215,0.41273845002811066,0.07533200581616316
exp_93,48.0,0.27488828428980594,0.41579768819226615,0.07993504322922344
exp_94,0.0,0.09304592275565439,0.04567626907197564,0.08469188208544998
exp_94,16.0,0.27471467460304533,0.41407606768861854,0.0801571834307658
exp_94,32.0,0.274006033292171,0.41570238920252317,0.0805660830593856
exp_94,48.0,0.2742123750263191,0.4151814443589743,0.0797552869142315
exp_95,0.0,0.06180498039174987,0.026929233157829087,0.09710637521363163
exp_95,16.0,0.2779807734196781,0.41440150132122516,0.07977574743681602
exp_95,32.0,0.2759296560593368,0.4129425920287305,0.07991158729707666
exp_95,48.0,0.2742482235295342,0.4126713820837918,0.08222641537256647
exp_96,0.0,0.031614018158544345,0.06723107769728534,0.10034490092718469
exp_96,16.0,0.27527704151714305,0.41176601678971536,0.08273983615822417
exp_96,32.0,0.274781228338309,0.41302054703582797,0.08213730012816152
exp_96,48.0,0.2725161631734764,0.41516731838323867,0.08376034777515357
exp_97,0.0,0.0572792093349133,0.08495651550910244,0.08215236879524959
exp_97,16.0,0.2771739280187224,0.4155182365835763,0.08087486759624553
exp_97,32.0,0.2743997443495573,0.4144840421864356,0.08127295851675974
exp_97,48.0,0.2751019447356102,0.4138797601271701,0.08164628973120858
